Counter,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,label
2,-0.31,-0.22,-1.45,-46.39,27.83,0.67,-14.44,32.68,19.21,backhand
2,-0.15,-0.47,-0.9,12.57,20.81,-1.34,-15.58,33.62,17.76,backhand
2,-0.1,-0.41,-1.06,-10.31,13.43,0.61,-16.53,33.24,17.47,backhand
2,-0.14,-0.55,-1.15,17.94,-1.34,10.44,-17.07,33.39,15.23,backhand
2,-0.12,-0.44,-1.08,-14.16,-6.65,7.93,-16.44,32.43,16.09,backhand
2,-0.09,-0.4,-0.98,1.22,-8.36,2.08,-16.59,31.99,16.13,backhand
2,-0.09,-0.45,-0.98,3.48,-10.93,6.16,-16.03,32.3,17.36,backhand
2,-0.1,-0.4,-0.94,6.84,-13.92,-14.22,-15.1,31.59,18.54,backhand
2,-0.08,-0.45,-0.92,12.94,-14.89,-0.43,-14.54,31.53,16.27,backhand
3,0.07,-0.35,0.91,47.3,9.52,3.48,20.17,35.64,-46.35,backhand
3,0.12,-0.36,0.93,65.31,1.16,1.28,20.17,36.76,-44.96,backhand
3,0.09,-0.54,1.16,114.93,-8.61,-1.34,20.56,39.28,-43.05,backhand
3,0.05,-0.38,0.9,160.28,37.17,16.6,19.81,42.48,-41.53,backhand
3,0.07,-0.78,0.9,107.24,35.89,-7.14,20.61,46.51,-38.57,backhand
3,0.07,-0.9,0.51,151.12,30.52,12.51,21.51,49.54,-35.33,backhand
3,0.11,-1.09,0.69,39.25,-3.36,44.74,22.34,51.38,-30.97,backhand
3,0.04,-1.16,0.56,103.09,50.6,39.12,24.35,49.02,-29.21,backhand
3,0.07,-1.06,0.53,92.96,60.06,73.3,26.73,46.28,-24.1,backhand
3,0.14,-1.09,0.35,62.81,93.57,89.84,29.28,43.03,-19.6,backhand
3,0.16,-0.94,0.14,75.5,97.6,114.75,32.43,37.41,-7.14,backhand
3,0.18,-0.9,0.45,55.36,94.54,120,33.33,33.81,-1.89,backhand
3,0.12,-0.64,0.37,142.76,186.46,197.45,34.06,26.94,6.54,backhand
3,0.1,-0.04,-0.05,74.22,251.89,173.1,29.42,19.52,17.58,backhand
3,-0.16,-0.24,-0.35,42.18,319.4,127.99,20.12,19.09,26.9,backhand
3,-0.53,-0.15,-0.71,55.6,375,99.18,5.79,22.85,34.08,backhand
3,-0.6,-0.22,-1.83,-3.11,304.08,119.81,-7.32,32.19,32.56,backhand
3,-0.5,0.09,-1.82,-27.83,133,99.24,-12.22,33.63,24.23,backhand
3,-0.29,-0.15,-1.47,3.66,37.78,49.62,-14.12,33.08,21.58,backhand
3,-0.04,0.07,-1.08,3.6,-2.93,34.67,-14.4,31.56,21.03,backhand
3,-0.02,-0.3,-1,10.44,1.16,-2.44,-14.03,30.88,20.65,backhand
3,-0.04,-0.19,-1.12,-5.8,-0.31,15.87,-14.47,30.81,21.25,backhand
3,-0.07,-0.29,-0.99,-7.57,-2.56,-0.06,-14.12,30.3,20.06,backhand
3,-0.06,-0.28,-1.01,-4.27,-3.23,4.88,-14.06,31.01,20.02,backhand
3,-0.08,-0.3,-0.97,-3.66,-6.59,1.83,-14.07,30.87,18.7,backhand
3,-0.05,-0.3,-0.97,-1.71,-2.32,-0.73,-14,30.92,18.9,backhand
3,-0.04,-0.36,-0.99,-2.99,-5.07,1.46,-13.94,30.9,19.96,backhand
3,-0.04,-0.33,-0.92,-1.28,-3.3,2.14,-13.17,31.4,20.09,backhand
3,-0.04,-0.32,-0.93,0.12,-2.93,2.99,-13.09,31.2,19.03,backhand
3,-0.05,-0.34,-0.98,-2.81,-1.28,2.2,-12.73,31.82,20.61,backhand
4,0.15,-0.16,0.96,0.98,-8.97,-9.34,20.79,32.29,-47.08,backhand
4,0.12,-0.22,1.23,37.35,-7.14,-4.27,20.5,32.51,-48.29,backhand
4,0.12,-0.21,1.21,104.25,41.99,-3.66,20.36,35.97,-46.47,backhand
4,0.09,-0.28,1.24,66.59,78.98,-8.3,22.81,37.37,-43.71,backhand
4,0.12,-0.34,1.07,72.33,104.13,-13.79,26.67,37.77,-40.71,backhand
4,0.17,-0.39,0.94,46.94,116.82,-13.85,29.24,37.7,-35.07,backhand
4,0.23,-0.43,0.8,65.37,122.99,-17.52,30.22,38.82,-28.91,backhand
4,0.29,-0.5,0.83,72.57,127.14,-18.62,31.16,40.45,-22.68,backhand
4,0.33,-0.53,0.54,106.75,149.9,-23.56,31.23,42.2,-15.97,backhand
4,0.39,-0.76,0.41,68.85,150.15,-13.49,29.97,44.25,-8.89,backhand
4,0.44,-0.64,0.23,104.37,157.84,-3.97,28.39,44.98,-2.64,backhand
4,0.45,-0.68,0.16,123.66,161.87,5.25,25.63,45,4.85,backhand
4,0.42,-0.59,-0.12,201.05,169.56,27.28,22.36,42.85,11.25,backhand
4,0.39,-0.39,-0.22,174.44,158.87,53.83,18.87,37.43,17.08,backhand
4,0.25,-0.27,-0.48,131.9,190.06,55.97,14.28,33.14,22.06,backhand
4,0.14,-0.41,-0.77,38.45,176.45,75.62,8.48,29.7,24.08,backhand
4,-0.14,-0.08,-1,10.5,222.11,51.88,2.71,28.76,23.1,backhand
4,-0.19,-0.22,-1.75,6.47,143.98,36.07,-4.75,28.27,21.86,backhand
4,-0.14,-0.13,-1.51,-7.81,60.97,31.68,-8.89,28.15,21.89,backhand
4,0.04,-0.03,-1.29,-10.25,8.3,4.46,-9.75,28.19,20.75,backhand
4,0.13,-0.26,-1.09,2.99,-0.49,-14.04,-10.24,27.95,21.39,backhand
4,0.14,-0.35,-1.1,-11.96,-6.23,-5.31,-10.08,27.67,20.72,backhand
4,0.11,-0.35,-1,-1.1,-10.38,-0.92,-9.99,27.7,20.14,backhand
4,0.11,-0.29,-0.91,-0.31,-9.28,2.14,-9.79,27.93,20.1,backhand
4,0.11,-0.29,-0.95,-6.1,-5.43,-1.46,-8.72,27.91,19.47,backhand
4,0.11,-0.35,-0.91,-9.03,-2.08,1.77,-9.33,28.69,20.01,backhand
4,0.11,-0.35,-0.93,-5.98,0.98,-2.5,-8.59,29.58,20.74,backhand
4,0.11,-0.37,-0.97,-6.96,-0.55,-1.77,-8.91,29.28,20.46,backhand
4,0.11,-0.4,-0.94,-1.83,-1.53,-2.2,-9.05,29.53,20.61,backhand
4,0.1,-0.37,-0.99,-3.78,-1.4,-1.04,-8.35,29.65,20.42,backhand
5,0.1,-0.57,0.9,96.98,-23.07,-1.4,21.75,37.98,-41.63,backhand
5,0.02,-0.63,0.89,122.74,-28.87,-0.06,20.58,41.19,-40.04,backhand
5,-0.02,-0.68,0.88,127.81,-12.51,-3.48,20.23,44.2,-38.44,backhand
5,0,-0.96,0.86,70.92,-10.99,5.98,20.13,47.41,-35.17,backhand
5,0.01,-0.91,0.64,79.35,27.34,29.24,19.38,47.95,-34.02,backhand
5,0.03,-0.88,0.43,88.38,13.73,26.12,20.85,48.8,-31.71,backhand
5,-0.05,-1.11,0.54,114.5,-18.31,56.52,22.05,48.88,-28.42,backhand
5,-0.02,-0.91,0.75,110.96,13.24,114.07,24.44,47.75,-25.29,backhand
5,0.04,-0.99,0.47,87.34,75.26,125.92,27.78,45.25,-21.14,backhand
5,-0.14,-1.35,0.44,76.42,95.34,164.43,31.49,41.33,-16.43,backhand
5,-0.63,-0.58,4,223.88,258.42,269.78,35.13,35.6,-11.24,backhand
5,-4,0,-1.88,-95.09,1163.21,479.13,35.68,24.84,3.42,backhand
5,-1.31,1,-4,11.78,247.86,146.3,1.46,28.58,33.13,backhand
5,-0.26,-0.26,-1.82,-45.72,-4.94,21.67,-10.42,37.74,28.47,backhand
5,0.33,-0.23,-0.5,-13.85,-22.28,26.49,-10.57,36.66,27.28,backhand
5,0.23,-0.2,-0.87,27.28,23.99,14.4,-8.24,34.78,25.9,backhand
5,0.09,-0.35,-1.14,7.63,13.12,-3.6,-8.86,34.11,25.31,backhand
5,0.13,-0.27,-0.99,-7.39,-2.75,6.1,-9.05,32.53,24.76,backhand
5,0.12,-0.42,-0.85,3.23,5.31,3.42,-8.28,33.01,23.63,backhand
5,0.09,-0.37,-0.88,7.08,13.43,9.03,-8.23,32.2,24.32,backhand
5,0.09,-0.38,-0.97,6.23,15.32,10.8,-8.65,31.08,23.55,backhand
5,0.08,-0.35,-1.01,7.81,16.17,6.96,-8.28,31.58,24.48,backhand
5,0.07,-0.33,-1.02,4.7,11.11,9.22,-8.76,30.49,22.42,backhand
5,0.06,-0.38,-0.98,-6.41,9.34,12.82,-8.91,30.31,22.66,backhand
5,0.07,-0.33,-0.94,-3.72,10.19,14.1,-8.78,30.15,22.39,backhand
5,0.03,-0.36,-0.95,-10.99,20.39,19.9,-9.48,30.65,22.08,backhand
5,0.04,-0.29,-0.98,-17.7,17.09,16.24,-9.5,31.21,21.85,backhand
5,0.02,-0.36,-0.97,-13,8.36,8,-10.51,31.27,19.75,backhand
5,0.04,-0.34,-0.98,-5.86,2.5,4.64,-9.75,31.88,20.68,backhand
5,0.03,-0.42,-0.97,-2.81,-2.01,3.6,-10.19,32.52,20.64,backhand
6,0.12,-0.64,0.83,46.88,-15.69,10.68,23.28,40.1,-39.4,backhand
6,0.16,-0.79,0.7,74.83,-14.47,19.65,22.53,42.93,-38.46,backhand
6,0.14,-0.66,0.64,73.67,-35.34,20.63,22.11,44.08,-36.25,backhand
6,0.1,-0.88,0.63,70.86,-38.27,27.71,21.8,45.12,-35.47,backhand
6,0.03,-0.73,0.35,143.74,-89.66,19.59,21.53,47.16,-32.79,backhand
6,-0.02,-1.17,0.57,86.43,-105.1,14.22,19.65,48.75,-32.48,backhand
6,-0.18,-1.1,0.41,100.65,-94.12,49.13,18.92,49.99,-31.84,backhand
6,-0.31,-1.08,0.58,70.86,-98.33,42.24,18.2,50.4,-30.6,backhand
6,-0.43,-1.27,0.95,2.01,-19.04,63.05,18.73,49.48,-31.07,backhand
6,-0.41,-1.44,1.07,-18.37,93.08,127.75,23.13,47.12,-31.15,backhand
6,-0.7,-1.53,1.14,-31.07,299.5,238.77,31.21,39.79,-25.94,backhand
6,-1.27,-1.17,0.46,32.71,452.33,351.2,38.59,28.12,-10.03,backhand
6,-1.42,-0.6,-0.04,-22.03,472.96,408.14,34.67,13.1,7.31,backhand
6,-3.5,-0.67,0.3,-140.38,742.07,304.99,16.09,14.94,26.73,backhand
6,-2.14,0.24,-4,-62.62,481.81,250.43,-10.83,25.32,26.32,backhand
6,-0.74,1.18,-2.01,-13.61,37.54,60.73,-13.93,27.33,21.48,backhand
6,-0.37,-0.57,-0.89,-47.06,-23.25,-2.2,-13.67,28.32,18.93,backhand
6,-0.13,-0.12,-1.32,30.33,-39.67,26.12,-13.27,28.94,20.1,backhand
6,0.05,-0.28,-0.93,34.36,-38.57,8,-11.93,27.03,21.39,backhand
6,0.11,0.01,-0.82,7.02,-0.73,-5.07,-10.74,26.28,20.42,backhand
6,-0.02,-0.01,-1.15,-6.04,7.87,-2.32,-10.9,25.72,21.04,backhand
6,-0.04,-0.23,-1.14,3.54,-13.61,-20.08,-11.13,26.26,20.8,backhand
6,0.05,-0.21,-0.98,-3.66,-25.27,-12.39,-10.39,25.82,20.74,backhand
6,0.08,-0.35,-0.92,5.37,-13.98,-18.68,-9.33,26.07,20.42,backhand
6,0.14,-0.34,-1,-6.29,-7.51,-2.38,-9.02,25.56,21.63,backhand
6,0.09,-0.27,-0.97,5.31,-7.02,1.16,-9.78,25.94,21.9,backhand
6,0.09,-0.22,-1.01,3.85,-11.78,-4.46,-9.08,25.61,21.31,backhand
6,0.11,-0.23,-0.97,-8.73,-9.16,2.38,-8.14,25.82,22.23,backhand
6,0.1,-0.26,-1,-4.7,-10.19,-2.26,-7.85,26.29,21.42,backhand
6,0.12,-0.26,-0.92,0.37,-8.42,-1.89,-7.74,26.5,22.19,backhand
7,0.12,-0.49,0.84,48.03,-12.76,-1.83,22.79,39.32,-40.69,backhand
7,0.08,-0.63,0.91,51.45,-24.29,-1.04,22.36,41.35,-38.85,backhand
7,-0.02,-0.65,0.87,96.92,-33.81,1.83,21.19,42.47,-38.39,backhand
7,-0.06,-0.99,0.9,121.64,-26.79,6.29,19.96,44.96,-35.93,backhand
7,-0.1,-0.9,0.92,90.09,11.66,53.53,20.59,47.72,-34.07,backhand
7,-0.02,-0.84,0.76,54.87,43.03,58.53,22.81,46.64,-31.38,backhand
7,0.13,-0.88,0.6,15.75,86.49,61.52,24.94,45.07,-28.98,backhand
7,0.26,-0.63,0.2,13.85,88.68,62.26,28.11,42.69,-24.74,backhand
7,0.34,-0.7,0.22,-10.31,39.79,32.84,30.02,40.39,-23.89,backhand
7,0.35,-0.74,0.53,-1.1,23.01,24.9,31.62,39.56,-22.52,backhand
7,0.24,-0.89,0.66,17.33,34.55,44.13,32.5,38.71,-21.74,backhand
7,0.15,-0.78,0.66,61.52,70.31,77.76,33.64,37.84,-19.19,backhand
7,-0.26,-0.5,0.97,129.39,75.56,99.49,35.4,34.77,-16.75,backhand
7,-2.73,-1.65,4,38.02,602.84,145.39,37.83,31.29,-10.44,backhand
7,-4,0.16,-4,-59.33,1226.07,300.35,29.35,28.85,16.25,backhand
7,-1.34,-0.23,-3.59,123.96,84.72,180.24,-6.8,38.12,24.52,backhand
7,-0.14,0.57,-1.3,-25.02,-38.64,65.8,-8.51,32.95,21.28,backhand
7,0.33,0.23,-0.5,-24.41,35.71,-2.01,-6.51,31.64,21.63,backhand
7,0.07,-0.27,-1.08,-13.55,44.01,-8.3,-7.6,32.73,21.25,backhand
7,-0.06,-0.57,-1.42,-0.12,-1.34,-2.5,-9.23,31.99,19.29,backhand
7,0.12,-0.27,-0.88,-20.14,-16.48,16.72,-9.18,32.01,20.04,backhand
7,0.09,-0.37,-0.85,13.37,20.75,-5.19,-8.54,32.64,19.82,backhand
7,0.03,-0.38,-1.05,0.67,3.54,4.03,-8.64,31.71,21.03,backhand
7,0.09,-0.42,-1.01,-15.26,-7.32,-1.22,-9.01,31.32,19.6,backhand
7,0.14,-0.43,-0.95,-2.44,-4.76,2.01,-8.91,31.62,19.38,backhand
7,0.1,-0.46,-0.96,-5.37,-11.6,5.25,-8.56,32.15,19.82,backhand
7,0.11,-0.33,-0.97,-7.32,-8.73,3.91,-7.91,31.74,20.15,backhand
7,0.14,-0.36,-0.94,-6.35,-10.5,-3.36,-7.42,32.58,19.87,backhand
7,0.15,-0.47,-0.93,-9.22,-7.2,0.55,-7.14,32.87,19.53,backhand
7,0.14,-0.45,-0.93,0.49,-12.21,4.94,-6.77,33.09,19.98,backhand
8,0.12,-0.43,1.04,28.2,9.34,-4.21,21.81,36.66,-43.8,backhand
8,0.08,-0.37,0.96,52.92,23.62,-8.06,21.97,37.23,-42.09,backhand
8,0.1,-0.48,1.11,57.37,27.4,-15.2,22.95,38.76,-41.16,backhand
8,0.08,-0.52,1.04,62.07,60.55,-12.33,23.57,40.22,-39.69,backhand
8,0.05,-0.54,0.88,66.53,92.1,-26.73,24.27,41.13,-36.87,backhand
8,0.13,-0.48,1.04,-2.87,99.67,-15.2,26.26,42.08,-34.31,backhand
8,0.13,-0.52,1,65.98,127.62,-21,27.86,41.77,-31.9,backhand
8,0.16,-0.66,0.82,71.78,156.62,-20.94,29.75,42.03,-25.79,backhand
8,0.26,-0.65,0.7,114.93,188.48,-14.28,29.53,42.86,-18.12,backhand
8,0.17,-0.66,0.24,168.7,202.45,-9.7,29.68,43.97,-9.29,backhand
8,0.17,-0.85,0.05,175.05,202.94,19.47,26.83,43.87,1.44,backhand
8,0.14,-0.38,-0.27,243.59,184.94,51.7,17.54,37.49,21.06,backhand
8,0.08,-0.68,-0.59,129.88,197.08,50.29,10.73,35.24,25.57,backhand
8,0.05,-0.41,-0.58,38.21,178.28,116.15,5.74,34.78,25.73,backhand
8,-0.25,-0.24,-0.73,72.63,235.72,108.58,0.5,32.42,24.72,backhand
8,-0.35,-0.11,-1.46,54.99,198.3,102.54,-6.03,29.64,22.28,backhand
8,-0.32,0.03,-1.83,-1.22,109.13,60.49,-10.55,28.63,21.55,backhand
8,-0.08,0,-1.4,20.32,5.13,20.81,-11.47,27.49,19.71,backhand
8,0.08,-0.15,-1.01,0.73,-0.98,-4.39,-11.11,27.44,20.28,backhand
8,0.11,-0.25,-1.06,-4.21,-1.95,0.12,-11.22,27.67,20.18,backhand
8,0.07,-0.35,-1,16.48,-6.53,-9.77,-10.19,26.86,20.58,backhand
8,0.04,-0.3,-0.99,-17.76,-8.48,5.74,-10.99,27.56,20.5,backhand
8,0.05,-0.3,-0.99,-8.3,-10.86,-2.2,-9.59,27.36,20.17,backhand
8,0.08,-0.35,-0.92,-11.66,-4.39,1.59,-9.45,27.7,20.54,backhand
8,0.09,-0.37,-0.96,-2.5,-1.16,-2.5,-9.3,28.33,20.06,backhand
8,0.08,-0.36,-0.96,-1.46,-2.38,0.98,-9.59,28.38,20.47,backhand
8,0.06,-0.34,-0.97,-5.68,-1.04,2.99,-9.5,29.27,20.85,backhand
8,0.06,-0.34,-0.95,-1.34,-3.42,3.91,-9.11,28.42,20.26,backhand
8,0.05,-0.35,-0.92,-1.83,-0.67,0.18,-9.13,29.16,20.36,backhand
8,0.06,-0.37,-1.01,-2.56,-2.08,4.52,-9.33,28.81,21.22,backhand
9,0.2,-0.54,0.9,58.04,-6.29,0.79,26.32,38.16,-39.22,backhand
9,0.19,-0.56,0.94,51.15,5.62,-0.73,26.18,39.59,-36.93,backhand
9,0.22,-0.73,0.94,58.23,27.4,13.12,26.75,40.36,-36.21,backhand
9,0.25,-0.81,0.91,65.61,50.35,33.26,27.84,40.63,-33.81,backhand
9,0.25,-0.78,0.8,135.5,89.48,63.96,30.15,40.58,-29.22,backhand
9,0.29,-0.64,0.75,65.37,87.34,55.73,33.3,39.11,-24.13,backhand
9,0.34,-0.91,0.83,53.77,117.31,56.46,34.29,37.57,-20.5,backhand
9,0.34,-0.71,0.52,45.1,139.59,55.79,35.96,34.41,-14.93,backhand
9,0.34,-0.94,0.62,38.27,184.45,61.22,36.41,32.15,-8.74,backhand
9,0.31,-0.57,0.29,126.16,216.74,85.88,35.06,28.15,-0.65,backhand
9,0.33,-0.49,-0.11,96.25,217.35,90.64,32.87,23.78,8.97,backhand
9,0.32,-0.44,-0.42,90.09,191.1,94.24,26.87,18.77,16.2,backhand
9,0.38,-0.46,-0.75,67.93,156.43,110.41,21.18,15.08,22.08,backhand
9,0.31,-0.33,-0.2,48.4,141.85,129.46,16.52,13.57,25.4,backhand
9,-0.12,-0.17,-0.82,-36.56,216.49,137.45,9.75,15.03,28,backhand
9,-0.28,-0.3,-0.94,-69.52,201.17,154.54,1.86,18.85,28.11,backhand
9,-0.33,0.35,-1.63,-137.57,195.5,127.87,-5.33,23.62,24.5,backhand
9,-0.29,-0.03,-1.48,-52.19,94.79,86.12,-10.33,27.38,22.07,backhand
9,-0.18,-0.08,-1.44,-23.86,55.11,40.47,-13.42,28.65,19.53,backhand
9,-0.2,-0.09,-1.05,11.11,11.05,14.4,-14.06,28.75,17.99,backhand
9,-0.1,-0.06,-1.18,10.25,10.07,-6.96,-14.25,28.19,18.76,backhand
9,-0.11,-0.17,-1.1,-1.77,-1.16,-8.24,-14.05,27.17,18.88,backhand
9,-0.08,-0.17,-1.12,16.72,-10.8,-15.08,-14.16,26.33,18.51,backhand
9,-0.04,-0.19,-1.07,8.97,-20.63,-12.39,-13.96,25.79,18.95,backhand
9,-0.02,-0.23,-1,-5.31,-24.35,-7.39,-13.01,25.62,19.13,backhand
9,0.04,-0.28,-1.02,-20.81,-27.89,2.32,-12.68,26.11,18.95,backhand
9,0.09,-0.34,-0.88,-8.06,-14.95,-3.17,-11.43,26.73,20.15,backhand
9,0.08,-0.33,-0.99,-1.34,-7.57,0.49,-11.23,27.5,20.02,backhand
9,0.06,-0.22,-0.95,-5.31,-7.69,2.44,-10.78,27.22,20.48,backhand
9,0.07,-0.27,-0.97,-5.86,-3.66,-1.34,-10.23,27.36,20.79,backhand
10,0.1,-0.76,0.67,42.91,-21.42,-13.06,22.23,42.79,-38.78,backhand
10,0,-0.88,0.67,57.25,-37.48,-11.17,21.04,44.78,-37.04,backhand
10,-0.01,-1.05,0.79,78,-33.14,12.21,19.49,46.19,-35.24,backhand
10,-0.07,-1,0.56,97.78,-15.75,24.17,19.15,47.72,-34.47,backhand
10,0.02,-1.19,0.64,77.64,-34.79,57.5,19.34,48.95,-32.79,backhand
10,-0.04,-1.16,0.36,89.9,-22.89,73.91,20.4,49.43,-29.86,backhand
10,-0.06,-1.02,0.29,65.8,-44.92,98.02,22.45,48.22,-28.44,backhand
10,0.03,-1.11,0.61,10.01,-31.43,125.24,24.46,46.07,-27.73,backhand
10,-0.06,-0.8,0.63,-10.8,44.74,149.29,26.92,43.02,-27.62,backhand
10,-0.01,-0.72,0.62,-28.44,107.12,131.9,31.24,38.2,-26.51,backhand
10,0.07,-0.82,0.63,-23.25,197.63,153.44,35.24,33.02,-22.62,backhand
10,-0.05,-0.41,0.21,-11.6,279.17,126.16,38.39,27.04,-16.46,backhand
10,0.01,-0.66,0.03,-43.21,311.58,111.33,38.61,21.94,-6.54,backhand
10,-0.21,-0.48,-0.45,-29.42,398.07,125.85,35.62,18.24,6.25,backhand
10,-0.54,-0.63,-1.13,14.53,438.9,131.71,26.57,15.53,20.17,backhand
10,-0.32,-0.45,-1.79,-62.38,242.31,162.48,9.35,18.48,32.73,backhand
10,-0.38,0.09,-1.38,-53.71,192.5,112.98,-3.86,29.05,34.31,backhand
10,-0.19,-0.23,-1.78,15.56,88.2,52.49,-8.69,33.7,26.98,backhand
10,-0.08,-0.16,-1.31,-15.2,26.12,77.64,-10.78,32.81,24.01,backhand
10,0.06,-0.14,-0.88,-4.64,12.82,39.92,-10.79,31.21,22.72,backhand
10,0.11,-0.28,-0.98,-15.08,25.57,39.49,-11.32,30.82,21.8,backhand
10,0,-0.19,-0.98,-0.85,36.25,19.23,-11.08,30.71,20.79,backhand
10,-0.08,-0.33,-1.06,-10.01,28.14,18.49,-12.57,30.74,20.58,backhand
10,-0.07,-0.41,-0.98,-17.4,8.91,24.05,-13.04,31.54,18.09,backhand
10,-0.03,-0.42,-0.91,-17.76,3.48,35.1,-12.05,32.13,19.54,backhand
10,-0.04,-0.28,-0.87,-22.4,11.17,36.25,-11.93,32.65,18.74,backhand
10,-0.04,-0.45,-1,5.98,16.54,9.7,-12.56,32.87,18.32,backhand
10,-0.03,-0.3,-0.93,-13.67,2.75,16.91,-12.62,33.25,19.15,backhand
10,-0.04,-0.42,-0.97,6.04,7.32,-7.81,-13.16,33,17.96,backhand
10,-0.03,-0.44,-0.99,-11.35,-0.31,7.87,-13.15,32.93,18.09,backhand
11,0.22,-0.77,0.77,12.21,-4.88,-15.32,25.61,47.6,-30.81,backhand
11,0.17,-0.84,0.65,37.05,1.4,-8.12,23.88,48.56,-31.3,backhand
11,0.17,-0.82,0.71,41.44,-11.6,3.11,24.08,49.26,-29.76,backhand
11,0.16,-0.87,0.71,35.28,6.1,10.68,24.33,49.69,-30.13,backhand
11,0.16,-0.82,0.75,20.08,32.71,22.71,25.85,47.6,-26.56,backhand
